essay_id,essay_set,essay,domain1_score,cleaned_essay,normalized_score
8863,4,The author concludes the story with this because gardens cannot grow with snow on the ground. So she she figurers when all the snow is melted shell try to grow another one. I feel as if she wasnt  happy enough to grow another garden I think she should be more interested in growin it then disappointed.    ,0,author concludes story garden cannot grow snow ground figurer snow melted shell try grow another one feel wasnt happy enough grow another garden think interested growin disappointed,0.0
8864,4,The narrater has that in with Paragraph becuse it all makes sence and it go'ss along together. The narrater says that when the guiss come out and the hibicus is budding is becuse it is ones more agian spring   ,0,narrater paragraph becuse make sence goss along together narrater say guiss come hibicus budding becuse one agian spring,0.0
8865,4,"The author concludes the story with that passage to show the importance of the inspiration Saeng gets from the hibiscus plant. Saeng, throughout the story was comforted by the hibiscus plant because it reminded her of home. The plant during the winter metaphorically explains: @CAPS1 attitude towards her new country and her driving test; the hibiscus plant in the winter is not as beautiful in the bitter cold, but it adapts and survives, and returns to its beautiful state in the spring. Saeng is bitter about her new country and driving test, but is adapting, and will be inspired by the beautiful state of the hibiscus in the spring to try her test again. In conclusion, the author ended the story in that way to stress importance in the relationship between Saeng and the hibiscus plant.",3,author concludes story passage show importance inspiration saeng get hibiscus plant saeng throughout story comforted hibiscus plant reminded home plant winter metaphorically explains cap attitude towards new country driving test hibiscus plant winter beautiful bitter cold adapts survives return beautiful state spring saeng bitter new country driving test adapting inspired beautiful state hibiscus spring try test conclusion author ended story way stress importance relationship saeng hibiscus plant,1.0
8866,4,The author ended the story with this paragraph because it shows change. The snow is melting represents change from cold to warm. The geese returning represents a new life as in coming back to something seminew. Just like the author is going back to drivers ed. The hibiscus is budding represents growth. The author will be older and more knolageble and more skilled than before.,2,author ended story paragraph show change snow melting represents change cold warm goose returning represents new life coming back something seminew like author going back driver ed hibiscus budding represents growth author older knolageble skilled,0.6666666666666666
8867,4,"The author concludes the story with this paragraph of, Winter Hibiscus, because it takes us back to things that happened in the story. Saeng failed the test before. In the spring the hibiscus will be budding again. Saeng realized that many of the things she thought were strange, were almost familiar to her now. The calls of the snow geese were almost familiar to her. The snow melting will tell her that it is now spring. Some of the things that might happen as a result of spring coming might be that @PERSON1 will past the test. Her mother will be proud of her. Also, Saeng will start to become a customed to her new country and her new surrounding and stopremenising about her life back in Vietnam.",2,author concludes story paragraph winter hibiscus take u back thing happened story saeng failed test spring hibiscus budding saeng realized many thing thought strange almost familiar call snow goose almost familiar snow melting tell spring thing might happen result spring coming might person past test mother proud also saeng start become customed new country new surrounding stopremenising life back vietnam,0.6666666666666666
8868,4,The reason the author concludes the story with this paragraph is because the author wanted to tell about about when saeng will take the test again. The author told the time with the season of the spring. In spring all the snows were melted and the geese and hibiscus has budding. And this paragraped make the reader to understand easyer. This is why the author include this paragraph in the story. ,1,reason author concludes story paragraph author wanted tell saeng take test author told time season spring spring snow melted goose hibiscus budding paragraped make reader understand easyer author include paragraph story,0.3333333333333333
8869,4,"The story ended with the author saying, ""when they come back, saeng vowed silently to herself, in the spring, when the snows melt and the geese return and this hibiscus is budding, then I will take that test again."" The author concludes the story with this paragraph because Saeng is upset about spending @NUM1 on a plant that she had felt was different than the plant at home. She is stating that she is not going to take the test of buying one again until the geese return and the Hibiscus budds.",0,story ended author saying come back saeng vowed silently spring snow melt goose return hibiscus budding take test author concludes story paragraph saeng upset spending num plant felt different plant home stating going take test buying one goose return hibiscus budds,0.0
8870,4,I believe that the author concludes the story with this paragraph because the paragraph helps bring to story to a closing. In the paragraph she is basically saying when the geese return and my flower is budding I'll be prepared enough to take the test. She'll be prepared because she'll be adapted enough and she'll have experienced enough just like the plant and the geese. She Is comparing her life to the lives of the geese and the life of her flower.,2,believe author concludes story paragraph paragraph help bring story closing paragraph basically saying goose return flower budding ill prepared enough take test shell prepared shell adapted enough shell experienced enough like plant goose comparing life life goose life flower,0.6666666666666666
8871,4,The author would conclude the story with that paragraph because she failed the test before and she wants to pass it. It makes you wonder if she will pass it or not.,1,author would conclude story paragraph failed test want pas make wonder pas,0.3333333333333333
8872,4,"In the story, ""Winter Hibiscus,"" by Minfong Ho, it concludes the story with a good ending. In the story the girl buys a Hibiscus that remainds her of home. She goes home & tells her mother she failed her test but bought the plant. While she was planting it she seen geese and she was reminded of home. America was like home and she was happier. In the text she says, ""many of the things that she had thought of as strange before had become, almost familiar to her now."" She is willing to give the test another try and is sure to pass it. America is now starting to feel a little more like home. ",2,story winter hibiscus minfong ho concludes story good ending story girl buy hibiscus remainds home go home tell mother failed test bought plant planting seen goose reminded home america like home happier text say many thing thought strange become almost familiar willing give test another try sure pas america starting feel little like home,0.6666666666666666
8873,4,"The author concludes the story with this paragraph because the story started out by Saeng failing the test, going out and buying a plant to comfort her and confessing to her mom. The plant related to her by the memories of her homeland and when she failed that test she felt very depressed and sad. She cried to show her pain, and bought a plant to cheer her up. As she told her mom she felt the pain again but, her mother made her favorite food and helped her plant the plant. She knew that it wasnt like the old plant but, it was the thought and memories she knew that she couldnt just give up, so when it came the right time she was going to try the test again. It relates because it helps the readers understand the story a little better and shows that she wasnt going to just quit. Her mother was very understanding and when she goes to retake the test she will be prepared. That is how it relates back to the story.",2,author concludes story paragraph story started saeng failing test going buying plant comfort confessing mom plant related memory homeland failed test felt depressed sad cried show pain bought plant cheer told mom felt pain mother made favorite food helped plant plant knew wasnt like old plant thought memory knew couldnt give came right time going try test relates help reader understand story little better show wasnt going quit mother understanding go retake test prepared relates back story,0.6666666666666666
8874,4,I think he concluded the story with paragraph cause then do thing in the story and the report it so when the geese left they will come back and leave again so that what I think I take the test again means.,0,think concluded story paragraph cause thing story report goose left come back leave think take test mean,0.0
8875,4,The author concludes the story with this paragraph because when every thing starts coming back she will take the test. That is why the author concludes the story with this parigraph,1,author concludes story paragraph every thing start coming back take test author concludes story parigraph,0.3333333333333333
8876,4,"The author concludes the story with this paragraph to show a sense of determination that Saeng posesses. When Saeng comes back and shows her mother the hibiscus plant, she is very upset, with tears in her eyes.Her mother at first is disappointed in her for buying the plant, but is then understanding when she realizes that Saeng was distraught. The mother offers to help Saeng plant the hibiscus, which comforts Saeng a little bit, helping her gain the determination she needs to recover. The story says Almost reluctantly, she realized that many of the things that she had thought of as strange before had become, through the quiet repetition of season upon season, almost familiar to her now. This quote states that Saeng realizes that things at home can be the same as things in her new country. The author uses the term familiar to express that Saeng is starting to accept the fact that some things @MONTH1 be different, but she will eventually get used to it, making her view on life more positive.  ",2,author concludes story paragraph show sense determination saeng posesses saeng come back show mother hibiscus plant upset tear eyesher mother first disappointed buying plant understanding realizes saeng distraught mother offer help saeng plant hibiscus comfort saeng little bit helping gain determination need recover story say almost reluctantly realized many thing thought strange become quiet repetition season upon season almost familiar now quote state saeng realizes thing home thing new country author us term familiar express saeng starting accept fact thing month different eventually get used making view life positive,0.6666666666666666
8877,4,Why the author concludes the story with this paragraph is because in the paragraph there is a lot said that is the main part of this story. For example all the names and talks about the seasons and there comparisions and differences and it talks abouts different buddings like when you get your mids your nuggets and headies of the plant. Because hibiscus is a new form of some nice @CAPS1.,0,author concludes story paragraph paragraph lot said main part story example name talk season comparisions difference talk abouts different budding like get mids nugget headies plant hibiscus new form nice cap,0.0
